threshold,tp,fp,fn,tn,precision,recall,csi
0.35000000000000003,32,900,62,4788,0.034334763948497854,0.3404255319148936,0.03219315895372234
0.36,32,879,62,4809,0.03512623490669594,0.3404255319148936,0.0328879753340185
0.37,31,859,63,4829,0.0348314606741573,0.32978723404255317,0.03252885624344176
0.38,31,840,63,4848,0.03559127439724455,0.32978723404255317,0.033190578158458245
0.39,30,827,64,4861,0.03500583430571762,0.3191489361702128,0.03257328990228013
0.4,30,807,64,4881,0.035842293906810034,0.3191489361702128,0.033296337402885685
0.41000000000000003,30,795,64,4893,0.03636363636363636,0.3191489361702128,0.03374578177727784
0.42,30,773,64,4915,0.037359900373599,0.3191489361702128,0.03460207612456748
0.43,30,759,64,4929,0.03802281368821293,0.3191489361702128,0.035169988276670575
0.44,30,745,64,4943,0.03870967741935484,0.3191489361702128,0.03575685339690107
0.45,30,724,64,4964,0.03978779840848806,0.3191489361702128,0.03667481662591687
0.46,30,710,64,4978,0.04054054054054054,0.3191489361702128,0.03731343283582089
0.47000000000000003,29,692,65,4996,0.04022191400832178,0.30851063829787234,0.03689567430025445
0.48,28,678,66,5010,0.039660056657223795,0.2978723404255319,0.03626943005181347
0.49,27,657,67,5031,0.039473684210526314,0.2872340425531915,0.03595206391478029
0.5,27,647,67,5041,0.040059347181008904,0.2872340425531915,0.03643724696356275
0.51,27,634,67,5054,0.04084720121028744,0.2872340425531915,0.03708791208791209
0.52,27,623,67,5065,0.04153846153846154,0.2872340425531915,0.03765690376569038
0.53,27,613,67,5075,0.0421875,0.2872340425531915,0.03818953323903819
0.54,27,598,67,5090,0.0432,0.2872340425531915,0.03901734104046243
0.55,26,581,68,5107,0.042833607907743,0.2765957446808511,0.03851851851851852
0.56,26,561,68,5127,0.044293015332197615,0.2765957446808511,0.03969465648854962
0.5700000000000001,25,546,69,5142,0.043782837127845885,0.26595744680851063,0.0390625
0.58,25,529,69,5159,0.04512635379061372,0.26595744680851063,0.04012841091492777
0.59,24,515,70,5173,0.04452690166975881,0.2553191489361702,0.03940886699507389
0.6,24,500,70,5188,0.04580152671755725,0.2553191489361702,0.04040404040404041
0.61,24,484,70,5204,0.047244094488188976,0.2553191489361702,0.04152249134948097
0.62,24,467,70,5221,0.048879837067209775,0.2553191489361702,0.0427807486631016
0.63,24,458,70,5230,0.04979253112033195,0.2553191489361702,0.043478260869565216
0.64,24,445,70,5243,0.0511727078891258,0.2553191489361702,0.04452690166975881
