mode,split,features,best_epoch,threshold,tp,fp,fn,tn,precision,pod,csi
SAT,temporal_test,29,6,0.5000000000000001,199,418,238,37889,0.3225283630470016,0.45537757437070936,0.2327485380116959
SAT,spatial_test,29,6,0.5000000000000001,4,42,90,5646,0.08695652173913043,0.0425531914893617,0.029411764705882353
