mode,sampling,split,features,best_epoch,threshold,tp,fp,fn,tn,precision,pod,csi
SAT_GROUND,event_balanced,temporal_test,71,1,0.4700000000000001,286,928,151,37379,0.2355848434925865,0.6544622425629291,0.20952380952380953
SAT_GROUND,event_balanced,spatial_test,71,1,0.4700000000000001,0,22,94,5666,0.0,0.0,0.0
