mode,sampling,split,features,best_epoch,threshold,tp,fp,fn,tn,precision,pod,csi
SAT_GROUND,station_balanced,temporal_test,71,2,0.5500000000000002,273,643,164,37664,0.2980349344978166,0.6247139588100686,0.25277777777777777
SAT_GROUND,station_balanced,spatial_test,71,2,0.5500000000000002,4,79,90,5609,0.04819277108433735,0.0425531914893617,0.023121387283236993
